date,store_name,product_name,BOD_inventory,sales_units
10/5/2016,Merrick,lettuce,239,55
10/5/2016,Merrick,tomato,304,32
10/5/2016,Merrick,cucumber,331,24
10/5/2016,Merrick,avocado,315,29
10/5/2016,Oceanside,banana,71,71
10/5/2016,Oceanside,watermelon,156,72
10/5/2016,Oceanside,orange,118,89
10/5/2016,Oceanside,lettuce,176,73
10/5/2016,Oceanside,tomato,243,59
10/5/2016,Oceanside,cucumber,299,38
10/5/2016,Oceanside,avocado,242,57
10/5/2016,Stony Brook,banana,170,71
10/5/2016,Stony Brook,watermelon,262,42
10/5/2016,Stony Brook,orange,216,59
10/5/2016,Stony Brook,lettuce,249,50
10/5/2016,Stony Brook,tomato,297,37
10/5/2016,Stony Brook,cucumber,330,23
10/5/2016,Stony Brook,avocado,295,28
10/5/2016,Greenport,banana,110,84
10/5/2016,Greenport,watermelon,232,61
10/5/2016,Greenport,orange,167,86
10/5/2016,Greenport,lettuce,209,62
10/5/2016,Greenport,tomato,281,38
10/5/2016,Greenport,cucumber,320,26
10/5/2016,Greenport,avocado,270,36
10/5/2016,Rye,banana,261,48
10/5/2016,Rye,watermelon,300,30
10/5/2016,Rye,orange,273,41
10/5/2016,Rye,lettuce,288,37
10/5/2016,Rye,tomato,336,25
10/5/2016,Rye,cucumber,353,15
10/5/2016,Rye,avocado,328,20
10/5/2016,Sleepy Hollow,banana,140,101
10/5/2016,Sleepy Hollow,watermelon,239,54
10/5/2016,Sleepy Hollow,orange,197,71
10/5/2016,Sleepy Hollow,lettuce,215,64
10/5/2016,Sleepy Hollow,tomato,269,41
10/5/2016,Sleepy Hollow,cucumber,322,29
10/5/2016,Sleepy Hollow,avocado,285,36
10/6/2016,Garden City,banana,141,67
10/6/2016,Garden City,watermelon,240,43
10/6/2016,Garden City,orange,171,60
10/6/2016,Garden City,lettuce,222,50
10/6/2016,Garden City,tomato,276,30
10/6/2016,Garden City,cucumber,317,23
10/6/2016,Garden City,avocado,299,27
10/6/2016,Merrick,banana,122,77
10/6/2016,Merrick,watermelon,222,39
10/6/2016,Merrick,orange,155,55
10/6/2016,Merrick,lettuce,184,48
10/6/2016,Merrick,tomato,272,31
10/6/2016,Merrick,cucumber,307,22
10/6/2016,Merrick,avocado,286,31
10/6/2016,Oceanside,banana,0,0
10/6/2016,Oceanside,watermelon,84,62
10/6/2016,Oceanside,orange,29,29
10/6/2016,Oceanside,lettuce,103,80
10/6/2016,Oceanside,tomato,184,46
10/6/2016,Oceanside,cucumber,261,32
10/6/2016,Oceanside,avocado,185,56
10/6/2016,Stony Brook,banana,99,65
10/6/2016,Stony Brook,watermelon,220,52
10/6/2016,Stony Brook,orange,157,59
10/6/2016,Stony Brook,lettuce,199,48
10/6/2016,Stony Brook,tomato,260,34
10/6/2016,Stony Brook,cucumber,307,21
10/6/2016,Stony Brook,avocado,267,35
10/6/2016,Greenport,banana,26,26
10/6/2016,Greenport,watermelon,171,66
10/6/2016,Greenport,orange,81,70
10/6/2016,Greenport,lettuce,147,59
10/6/2016,Greenport,tomato,243,40
10/6/2016,Greenport,cucumber,294,33
10/6/2016,Greenport,avocado,234,42
10/6/2016,Rye,banana,213,49
10/6/2016,Rye,watermelon,270,37
10/6/2016,Rye,orange,232,45
10/6/2016,Rye,lettuce,251,32
10/6/2016,Rye,tomato,311,21
10/6/2016,Rye,cucumber,338,14
10/6/2016,Rye,avocado,308,24
10/6/2016,Sleepy Hollow,banana,39,39
10/6/2016,Sleepy Hollow,watermelon,185,51
10/6/2016,Sleepy Hollow,orange,126,67
10/6/2016,Sleepy Hollow,lettuce,151,64
10/6/2016,Sleepy Hollow,tomato,228,44
10/6/2016,Sleepy Hollow,cucumber,293,31
10/6/2016,Sleepy Hollow,avocado,249,45
10/7/2016,Garden City,banana,74,62
10/7/2016,Garden City,watermelon,197,35
10/7/2016,Garden City,orange,111,51
10/7/2016,Garden City,lettuce,172,41
10/7/2016,Garden City,tomato,246,28
10/7/2016,Garden City,cucumber,294,22
10/7/2016,Garden City,avocado,272,27
10/7/2016,Merrick,banana,45,45
10/7/2016,Merrick,watermelon,183,50
10/7/2016,Merrick,orange,100,60
10/7/2016,Merrick,lettuce,136,52
10/7/2016,Merrick,tomato,241,36
10/7/2016,Merrick,cucumber,285,24
10/7/2016,Merrick,avocado,255,29
10/7/2016,Oceanside,banana,0,0
10/7/2016,Oceanside,watermelon,22,22
10/7/2016,Oceanside,orange,0,0
10/7/2016,Oceanside,lettuce,23,23
10/7/2016,Oceanside,tomato,138,50
10/7/2016,Oceanside,cucumber,229,32
10/7/2016,Oceanside,avocado,129,52
10/7/2016,Stony Brook,banana,34,34
10/7/2016,Stony Brook,watermelon,168,53
10/7/2016,Stony Brook,orange,98,70
10/7/2016,Stony Brook,lettuce,151,53
10/7/2016,Stony Brook,tomato,226,33
10/7/2016,Stony Brook,cucumber,286,26
10/7/2016,Stony Brook,avocado,232,32
10/7/2016,Greenport,banana,0,0
10/7/2016,Greenport,watermelon,105,54
10/7/2016,Greenport,orange,11,11
10/7/2016,Greenport,lettuce,88,70
10/7/2016,Greenport,tomato,203,38
10/7/2016,Greenport,cucumber,261,33
10/7/2016,Greenport,avocado,192,35
10/7/2016,Rye,banana,164,51
10/7/2016,Rye,watermelon,233,30
10/7/2016,Rye,orange,187,47
10/7/2016,Rye,lettuce,219,33
10/7/2016,Rye,tomato,290,21
10/7/2016,Rye,cucumber,324,18
10/7/2016,Rye,avocado,284,20
10/7/2016,Sleepy Hollow,banana,0,0
10/7/2016,Sleepy Hollow,watermelon,134,58
10/7/2016,Sleepy Hollow,orange,59,59
10/7/2016,Sleepy Hollow,lettuce,87,67
10/7/2016,Sleepy Hollow,tomato,184,43
10/7/2016,Sleepy Hollow,cucumber,262,31
10/7/2016,Sleepy Hollow,avocado,204,43
10/8/2016,Garden City,banana,12,12
10/8/2016,Garden City,watermelon,162,36
10/8/2016,Garden City,orange,60,54
10/8/2016,Garden City,lettuce,131,51
10/8/2016,Garden City,tomato,218,33
10/8/2016,Garden City,cucumber,272,20
10/8/2016,Garden City,avocado,245,29
10/8/2016,Merrick,banana,0,0
10/8/2016,Merrick,watermelon,133,47
10/8/2016,Merrick,orange,40,40
10/8/2016,Merrick,lettuce,84,51
10/8/2016,Merrick,tomato,205,36
10/8/2016,Merrick,cucumber,261,23
10/8/2016,Merrick,avocado,226,28
10/8/2016,Oceanside,banana,0,0
10/8/2016,Oceanside,watermelon,0,0
10/8/2016,Oceanside,orange,0,0
10/8/2016,Oceanside,lettuce,0,0
10/8/2016,Oceanside,tomato,88,46
10/8/2016,Oceanside,cucumber,197,31
10/8/2016,Oceanside,avocado,77,43
10/8/2016,Stony Brook,banana,0,0
10/8/2016,Stony Brook,watermelon,115,42
10/8/2016,Stony Brook,orange,28,28
10/8/2016,Stony Brook,lettuce,98,47
10/8/2016,Stony Brook,tomato,193,37
10/8/2016,Stony Brook,cucumber,260,25
10/8/2016,Stony Brook,avocado,200,34
10/8/2016,Greenport,banana,0,0
10/8/2016,Greenport,watermelon,51,51
10/8/2016,Greenport,orange,0,0
10/8/2016,Greenport,lettuce,18,18
10/8/2016,Greenport,tomato,165,37
10/8/2016,Greenport,cucumber,228,26
10/8/2016,Greenport,avocado,157,40
10/8/2016,Rye,banana,113,53
10/8/2016,Rye,watermelon,203,33
10/8/2016,Rye,orange,140,41
10/8/2016,Rye,lettuce,186,39
10/8/2016,Rye,tomato,269,26
10/8/2016,Rye,cucumber,306,15
10/8/2016,Rye,avocado,264,22
10/8/2016,Sleepy Hollow,banana,0,0
10/8/2016,Sleepy Hollow,watermelon,76,65
10/8/2016,Sleepy Hollow,orange,0,0
10/8/2016,Sleepy Hollow,lettuce,20,20
10/8/2016,Sleepy Hollow,tomato,141,46
10/8/2016,Sleepy Hollow,cucumber,231,25
10/8/2016,Sleepy Hollow,avocado,161,34
10/9/2016,Garden City,banana,400,61
10/9/2016,Garden City,watermelon,400,46
10/9/2016,Garden City,orange,400,48
10/9/2016,Garden City,lettuce,400,42
10/9/2016,Garden City,tomato,400,27
10/9/2016,Garden City,cucumber,400,21
10/9/2016,Garden City,avocado,400,31
10/9/2016,Merrick,banana,400,72
10/9/2016,Merrick,watermelon,400,40
10/9/2016,Merrick,orange,400,61
10/9/2016,Merrick,lettuce,400,52
10/9/2016,Merrick,tomato,400,27
10/9/2016,Merrick,cucumber,400,24
10/9/2016,Merrick,avocado,400,33
10/9/2016,Oceanside,banana,400,110
10/9/2016,Oceanside,watermelon,400,74
10/9/2016,Oceanside,orange,400,97
10/9/2016,Oceanside,lettuce,400,76
10/9/2016,Oceanside,tomato,400,45
10/9/2016,Oceanside,cucumber,400,34
10/9/2016,Oceanside,avocado,400,54
10/9/2016,Stony Brook,banana,400,73
10/9/2016,Stony Brook,watermelon,400,41
10/9/2016,Stony Brook,orange,400,63
10/9/2016,Stony Brook,lettuce,400,59
10/9/2016,Stony Brook,tomato,400,38
10/9/2016,Stony Brook,cucumber,400,21
10/9/2016,Stony Brook,avocado,400,34
10/9/2016,Greenport,banana,400,93
10/9/2016,Greenport,watermelon,400,66
10/9/2016,Greenport,orange,400,85
10/9/2016,Greenport,lettuce,400,62
10/9/2016,Greenport,tomato,400,43
10/9/2016,Greenport,cucumber,400,32
10/9/2016,Greenport,avocado,400,37
10/9/2016,Rye,banana,400,47
10/9/2016,Rye,watermelon,400,36
10/9/2016,Rye,orange,400,42
10/9/2016,Rye,lettuce,400,40
10/9/2016,Rye,tomato,400,21
10/9/2016,Rye,cucumber,400,15
10/9/2016,Rye,avocado,400,21
10/9/2016,Sleepy Hollow,banana,400,100
10/9/2016,Sleepy Hollow,watermelon,400,65
10/9/2016,Sleepy Hollow,orange,400,68
10/9/2016,Sleepy Hollow,lettuce,400,59
10/9/2016,Sleepy Hollow,tomato,400,47
10/9/2016,Sleepy Hollow,cucumber,400,32
10/9/2016,Sleepy Hollow,avocado,400,43
10/10/2016,Garden City,banana,339,69
10/10/2016,Garden City,watermelon,354,38
10/10/2016,Garden City,orange,352,58
10/10/2016,Garden City,lettuce,358,49
10/10/2016,Garden City,tomato,373,25
10/10/2016,Garden City,cucumber,379,19
10/10/2016,Garden City,avocado,369,27
10/10/2016,Merrick,banana,328,62
10/10/2016,Merrick,watermelon,360,46
10/10/2016,Merrick,orange,339,61
10/10/2016,Merrick,lettuce,348,48
10/10/2016,Merrick,tomato,373,35
10/10/2016,Merrick,cucumber,376,21
10/10/2016,Merrick,avocado,367,29
10/10/2016,Oceanside,banana,290,102
10/10/2016,Oceanside,watermelon,326,72
10/10/2016,Oceanside,orange,303,91
10/10/2016,Oceanside,lettuce,324,74
10/10/2016,Oceanside,tomato,355,55
10/10/2016,Oceanside,cucumber,366,39
10/10/2016,Oceanside,avocado,346,53
10/10/2016,Stony Brook,banana,327,65
10/10/2016,Stony Brook,watermelon,359,43
10/10/2016,Stony Brook,orange,337,70
10/10/2016,Stony Brook,lettuce,341,54
10/10/2016,Stony Brook,tomato,362,36
10/10/2016,Stony Brook,cucumber,379,23
10/10/2016,Stony Brook,avocado,366,29
10/10/2016,Greenport,banana,307,82
10/10/2016,Greenport,watermelon,334,56
10/10/2016,Greenport,orange,315,73
10/10/2016,Greenport,lettuce,338,65
10/10/2016,Greenport,tomato,357,47
10/10/2016,Greenport,cucumber,368,31
10/10/2016,Greenport,avocado,363,45
10/10/2016,Rye,banana,353,54
10/10/2016,Rye,watermelon,364,36
10/10/2016,Rye,orange,358,47
10/10/2016,Rye,lettuce,360,36
10/10/2016,Rye,tomato,379,21
10/10/2016,Rye,cucumber,385,17
10/10/2016,Rye,avocado,379,19
10/10/2016,Sleepy Hollow,banana,300,80
10/10/2016,Sleepy Hollow,watermelon,335,62
10/10/2016,Sleepy Hollow,orange,332,71
10/10/2016,Sleepy Hollow,lettuce,341,70
10/10/2016,Sleepy Hollow,tomato,353,37
10/10/2016,Sleepy Hollow,cucumber,368,31
10/10/2016,Sleepy Hollow,avocado,357,44
10/11/2016,Garden City,banana,270,67
10/11/2016,Garden City,watermelon,316,39
10/11/2016,Garden City,orange,294,50
10/11/2016,Garden City,lettuce,309,44
10/11/2016,Garden City,tomato,348,31
10/11/2016,Garden City,cucumber,360,21
10/11/2016,Garden City,avocado,342,30
10/11/2016,Merrick,banana,266,70
10/11/2016,Merrick,watermelon,314,43
10/11/2016,Merrick,orange,278,54
10/11/2016,Merrick,lettuce,300,45
10/11/2016,Merrick,tomato,338,30
10/11/2016,Merrick,cucumber,355,19
10/11/2016,Merrick,avocado,338,27
10/11/2016,Oceanside,banana,188,98
10/11/2016,Oceanside,watermelon,254,67
10/11/2016,Oceanside,orange,212,92
10/11/2016,Oceanside,lettuce,250,83
10/11/2016,Oceanside,tomato,300,50
10/11/2016,Oceanside,cucumber,327,37
10/11/2016,Oceanside,avocado,293,45
10/11/2016,Stony Brook,banana,262,77
10/11/2016,Stony Brook,watermelon,316,50
10/11/2016,Stony Brook,orange,267,61
10/11/2016,Stony Brook,lettuce,287,48
10/11/2016,Stony Brook,tomato,326,33
10/11/2016,Stony Brook,cucumber,356,23
10/11/2016,Stony Brook,avocado,337,29
10/11/2016,Greenport,banana,225,80
10/11/2016,Greenport,watermelon,278,67
10/11/2016,Greenport,orange,242,72
10/11/2016,Greenport,lettuce,273,76
10/11/2016,Greenport,tomato,310,43
10/11/2016,Greenport,cucumber,337,27
10/11/2016,Greenport,avocado,318,45
10/11/2016,Rye,banana,299,53
10/11/2016,Rye,watermelon,328,32
10/11/2016,Rye,orange,311,38
10/11/2016,Rye,lettuce,324,32
10/11/2016,Rye,tomato,358,20
10/11/2016,Rye,cucumber,368,14
10/11/2016,Rye,avocado,360,20
10/11/2016,Sleepy Hollow,banana,220,96
10/11/2016,Sleepy Hollow,watermelon,273,53
10/11/2016,Sleepy Hollow,orange,261,77
10/11/2016,Sleepy Hollow,lettuce,271,55
10/11/2016,Sleepy Hollow,tomato,316,44
10/11/2016,Sleepy Hollow,cucumber,337,26
10/11/2016,Sleepy Hollow,avocado,313,38
10/12/2016,Garden City,banana,203,65
10/12/2016,Garden City,watermelon,277,45
10/12/2016,Garden City,orange,244,56
10/12/2016,Garden City,lettuce,265,41
10/12/2016,Garden City,tomato,317,28
10/12/2016,Garden City,cucumber,339,21
10/12/2016,Garden City,avocado,312,29
10/12/2016,Merrick,banana,196,72
10/12/2016,Merrick,watermelon,271,45
10/12/2016,Merrick,orange,224,58
10/12/2016,Merrick,lettuce,255,43
10/12/2016,Merrick,tomato,308,34
10/12/2016,Merrick,cucumber,336,22
10/12/2016,Merrick,avocado,311,30
10/12/2016,Oceanside,banana,90,90
10/12/2016,Oceanside,watermelon,187,79
10/12/2016,Oceanside,orange,120,100
10/12/2016,Oceanside,lettuce,167,88
10/12/2016,Oceanside,tomato,250,56
10/12/2016,Oceanside,cucumber,290,40
10/12/2016,Oceanside,avocado,248,53
10/12/2016,Stony Brook,banana,185,74
10/12/2016,Stony Brook,watermelon,266,54
10/12/2016,Stony Brook,orange,206,58
10/12/2016,Stony Brook,lettuce,239,52
10/12/2016,Stony Brook,tomato,293,39
10/12/2016,Stony Brook,cucumber,333,22
10/12/2016,Stony Brook,avocado,308,31
10/12/2016,Greenport,banana,145,87
10/12/2016,Greenport,watermelon,211,52
10/12/2016,Greenport,orange,170,76
10/12/2016,Greenport,lettuce,197,70
10/12/2016,Greenport,tomato,267,43
10/12/2016,Greenport,cucumber,310,27
10/12/2016,Greenport,avocado,273,38
10/12/2016,Rye,banana,246,49
10/12/2016,Rye,watermelon,296,30
10/12/2016,Rye,orange,273,40
10/12/2016,Rye,lettuce,292,32
10/12/2016,Rye,tomato,338,27
10/12/2016,Rye,cucumber,354,16
10/12/2016,Rye,avocado,340,25
10/12/2016,Sleepy Hollow,banana,124,87
10/12/2016,Sleepy Hollow,watermelon,220,57
10/12/2016,Sleepy Hollow,orange,184,65
10/12/2016,Sleepy Hollow,lettuce,216,70
10/12/2016,Sleepy Hollow,tomato,272,41
10/12/2016,Sleepy Hollow,cucumber,311,29
10/12/2016,Sleepy Hollow,avocado,275,43
10/13/2016,Garden City,banana,138,65
10/13/2016,Garden City,watermelon,232,41
10/13/2016,Garden City,orange,188,47
10/13/2016,Garden City,lettuce,224,51
10/13/2016,Garden City,tomato,289,30
10/13/2016,Garden City,cucumber,318,17
10/13/2016,Garden City,avocado,283,27
10/13/2016,Merrick,banana,124,75
10/13/2016,Merrick,watermelon,226,42
10/13/2016,Merrick,orange,166,51
10/13/2016,Merrick,lettuce,212,57
10/13/2016,Merrick,tomato,274,35
10/13/2016,Merrick,cucumber,314,24
10/13/2016,Merrick,avocado,281,33
10/13/2016,Oceanside,banana,0,0
10/13/2016,Oceanside,watermelon,108,79
10/13/2016,Oceanside,orange,20,20
10/13/2016,Oceanside,lettuce,79,78
10/13/2016,Oceanside,tomato,194,47
10/13/2016,Oceanside,cucumber,250,36
10/13/2016,Oceanside,avocado,195,52
10/13/2016,Stony Brook,banana,111,77
10/13/2016,Stony Brook,watermelon,212,52
10/13/2016,Stony Brook,orange,148,58
10/13/2016,Stony Brook,lettuce,187,54
10/13/2016,Stony Brook,tomato,254,37
10/13/2016,Stony Brook,cucumber,311,23
10/13/2016,Stony Brook,avocado,277,29
10/13/2016,Greenport,banana,58,58
10/13/2016,Greenport,watermelon,159,55
10/13/2016,Greenport,orange,94,68
10/13/2016,Greenport,lettuce,127,70
10/13/2016,Greenport,tomato,224,39
10/13/2016,Greenport,cucumber,283,26
10/13/2016,Greenport,avocado,235,43
10/13/2016,Rye,banana,197,57
10/13/2016,Rye,watermelon,266,35
10/13/2016,Rye,orange,233,40
10/13/2016,Rye,lettuce,260,38
10/13/2016,Rye,tomato,311,25
10/13/2016,Rye,cucumber,338,17
10/13/2016,Rye,avocado,315,22
10/13/2016,Sleepy Hollow,banana,37,37
10/13/2016,Sleepy Hollow,watermelon,163,60
10/13/2016,Sleepy Hollow,orange,119,80
10/13/2016,Sleepy Hollow,lettuce,146,71
10/13/2016,Sleepy Hollow,tomato,231,45
10/13/2016,Sleepy Hollow,cucumber,282,25
10/13/2016,Sleepy Hollow,avocado,232,39
10/14/2016,Garden City,banana,73,60
10/14/2016,Garden City,watermelon,191,38
10/14/2016,Garden City,orange,141,51
10/14/2016,Garden City,lettuce,173,47
10/14/2016,Garden City,tomato,259,32
10/14/2016,Garden City,cucumber,301,20
10/14/2016,Garden City,avocado,256,24
10/14/2016,Merrick,banana,49,49
10/14/2016,Merrick,watermelon,184,38
10/14/2016,Merrick,orange,115,64
10/14/2016,Merrick,lettuce,155,48
10/14/2016,Merrick,tomato,239,33
10/14/2016,Merrick,cucumber,290,21
10/14/2016,Merrick,avocado,248,29
10/14/2016,Oceanside,banana,0,0
10/14/2016,Oceanside,watermelon,29,29
10/14/2016,Oceanside,orange,0,0
10/14/2016,Oceanside,lettuce,1,1
10/14/2016,Oceanside,tomato,147,52
10/14/2016,Oceanside,cucumber,214,41
10/14/2016,Oceanside,avocado,143,55
10/14/2016,Stony Brook,banana,34,34
10/14/2016,Stony Brook,watermelon,160,53
10/14/2016,Stony Brook,orange,90,71
10/14/2016,Stony Brook,lettuce,133,58
10/14/2016,Stony Brook,tomato,217,31
10/14/2016,Stony Brook,cucumber,288,24
10/14/2016,Stony Brook,avocado,248,31
10/14/2016,Greenport,banana,0,0
10/14/2016,Greenport,watermelon,104,66
10/14/2016,Greenport,orange,26,26
10/14/2016,Greenport,lettuce,57,57
10/14/2016,Greenport,tomato,185,36
10/14/2016,Greenport,cucumber,257,27
10/14/2016,Greenport,avocado,192,35
10/14/2016,Rye,banana,140,43
10/14/2016,Rye,watermelon,231,30
10/14/2016,Rye,orange,193,37
10/14/2016,Rye,lettuce,222,36
10/14/2016,Rye,tomato,286,21
10/14/2016,Rye,cucumber,321,18
10/14/2016,Rye,avocado,293,19
10/14/2016,Sleepy Hollow,banana,0,0
10/14/2016,Sleepy Hollow,watermelon,103,61
10/14/2016,Sleepy Hollow,orange,39,39
10/14/2016,Sleepy Hollow,lettuce,75,59
10/14/2016,Sleepy Hollow,tomato,186,36
10/14/2016,Sleepy Hollow,cucumber,257,30
10/14/2016,Sleepy Hollow,avocado,193,37
10/15/2016,Garden City,banana,13,13
10/15/2016,Garden City,watermelon,153,46
10/15/2016,Garden City,orange,90,47
10/15/2016,Garden City,lettuce,126,43
10/15/2016,Garden City,tomato,227,32
10/15/2016,Garden City,cucumber,281,20
10/15/2016,Garden City,avocado,232,30
10/15/2016,Merrick,banana,0,0
10/15/2016,Merrick,watermelon,146,50
10/15/2016,Merrick,orange,51,51
10/15/2016,Merrick,lettuce,107,57
10/15/2016,Merrick,tomato,206,33
10/15/2016,Merrick,cucumber,269,24
10/15/2016,Merrick,avocado,219,29
10/15/2016,Oceanside,banana,0,0
10/15/2016,Oceanside,watermelon,0,0
10/15/2016,Oceanside,orange,0,0
10/15/2016,Oceanside,lettuce,0,0
10/15/2016,Oceanside,tomato,95,45
10/15/2016,Oceanside,cucumber,173,39
10/15/2016,Oceanside,avocado,88,57
10/15/2016,Stony Brook,banana,0,0
10/15/2016,Stony Brook,watermelon,107,47
10/15/2016,Stony Brook,orange,19,19
10/15/2016,Stony Brook,lettuce,75,52
10/15/2016,Stony Brook,tomato,186,38
10/15/2016,Stony Brook,cucumber,264,21
10/15/2016,Stony Brook,avocado,217,30
10/15/2016,Greenport,banana,0,0
10/15/2016,Greenport,watermelon,38,38
10/15/2016,Greenport,orange,0,0
10/15/2016,Greenport,lettuce,0,0
10/15/2016,Greenport,tomato,149,38
10/15/2016,Greenport,cucumber,230,31
10/15/2016,Greenport,avocado,157,36
10/15/2016,Rye,banana,97,51
10/15/2016,Rye,watermelon,201,30
10/15/2016,Rye,orange,156,46
10/15/2016,Rye,lettuce,186,33
10/15/2016,Rye,tomato,265,26
10/15/2016,Rye,cucumber,303,16
10/15/2016,Rye,avocado,274,21
10/15/2016,Sleepy Hollow,banana,0,0
10/15/2016,Sleepy Hollow,watermelon,42,42
10/15/2016,Sleepy Hollow,orange,0,0
10/15/2016,Sleepy Hollow,lettuce,16,16
10/15/2016,Sleepy Hollow,tomato,150,42
10/15/2016,Sleepy Hollow,cucumber,227,30
10/15/2016,Sleepy Hollow,avocado,156,35
10/16/2016,Garden City,banana,400,64
10/16/2016,Garden City,watermelon,400,46
10/16/2016,Garden City,orange,400,60
10/16/2016,Garden City,lettuce,400,43
10/16/2016,Garden City,tomato,400,26
10/16/2016,Garden City,cucumber,400,23
10/16/2016,Garden City,avocado,400,26
10/16/2016,Merrick,banana,400,79
10/16/2016,Merrick,watermelon,400,49
10/16/2016,Merrick,orange,400,68
10/16/2016,Merrick,lettuce,400,55
10/16/2016,Merrick,tomato,400,34
10/16/2016,Merrick,cucumber,400,20
10/16/2016,Merrick,avocado,400,34
10/16/2016,Oceanside,banana,400,116
10/16/2016,Oceanside,watermelon,400,80
10/16/2016,Oceanside,orange,400,106
10/16/2016,Oceanside,lettuce,400,88
10/16/2016,Oceanside,tomato,400,50
10/16/2016,Oceanside,cucumber,400,36
10/16/2016,Oceanside,avocado,400,49
10/16/2016,Stony Brook,banana,400,71
10/16/2016,Stony Brook,watermelon,400,42
10/16/2016,Stony Brook,orange,400,54
10/16/2016,Stony Brook,lettuce,400,50
10/16/2016,Stony Brook,tomato,400,35
10/16/2016,Stony Brook,cucumber,400,24
10/16/2016,Stony Brook,avocado,400,32
10/16/2016,Greenport,banana,400,93
10/16/2016,Greenport,watermelon,400,56
10/16/2016,Greenport,orange,400,67
10/16/2016,Greenport,lettuce,400,66
10/16/2016,Greenport,tomato,400,46
10/16/2016,Greenport,cucumber,400,33
10/16/2016,Greenport,avocado,400,41
10/16/2016,Rye,banana,400,53
10/16/2016,Rye,watermelon,400,36
10/16/2016,Rye,orange,400,40
10/16/2016,Rye,lettuce,400,41
10/16/2016,Rye,tomato,400,20
10/16/2016,Rye,cucumber,400,16
10/16/2016,Rye,avocado,400,22
10/16/2016,Sleepy Hollow,banana,400,91
10/16/2016,Sleepy Hollow,watermelon,400,61
10/16/2016,Sleepy Hollow,orange,400,83
10/16/2016,Sleepy Hollow,lettuce,400,69
10/16/2016,Sleepy Hollow,tomato,400,40
10/16/2016,Sleepy Hollow,cucumber,400,25
10/16/2016,Sleepy Hollow,avocado,400,45
10/17/2016,Garden City,banana,336,66
10/17/2016,Garden City,watermelon,354,46
10/17/2016,Garden City,orange,340,52
10/17/2016,Garden City,lettuce,357,48
10/17/2016,Garden City,tomato,374,30
10/17/2016,Garden City,cucumber,377,20
10/17/2016,Garden City,avocado,374,31
10/17/2016,Merrick,banana,321,74
10/17/2016,Merrick,watermelon,351,50
10/17/2016,Merrick,orange,332,53
10/17/2016,Merrick,lettuce,345,54
10/17/2016,Merrick,tomato,366,29
10/17/2016,Merrick,cucumber,380,20
10/17/2016,Merrick,avocado,366,30
10/17/2016,Oceanside,banana,284,119
10/17/2016,Oceanside,watermelon,320,72
10/17/2016,Oceanside,orange,294,97
10/17/2016,Oceanside,lettuce,312,81
10/17/2016,Oceanside,tomato,350,51
10/17/2016,Oceanside,cucumber,364,38
10/17/2016,Oceanside,avocado,351,55
10/17/2016,Stony Brook,banana,329,83
10/17/2016,Stony Brook,watermelon,358,41
10/17/2016,Stony Brook,orange,346,68
10/17/2016,Stony Brook,lettuce,350,53
10/17/2016,Stony Brook,tomato,365,37
10/17/2016,Stony Brook,cucumber,376,22
10/17/2016,Stony Brook,avocado,368,32
10/17/2016,Greenport,banana,307,84
10/17/2016,Greenport,watermelon,344,53
10/17/2016,Greenport,orange,333,86
10/17/2016,Greenport,lettuce,334,69
10/17/2016,Greenport,tomato,354,44
10/17/2016,Greenport,cucumber,367,31
10/17/2016,Greenport,avocado,359,46
10/17/2016,Rye,banana,347,52
10/17/2016,Rye,watermelon,364,30
10/17/2016,Rye,orange,360,41
10/17/2016,Rye,lettuce,359,37
10/17/2016,Rye,tomato,380,25
10/17/2016,Rye,cucumber,384,14
10/17/2016,Rye,avocado,378,23
10/17/2016,Sleepy Hollow,banana,309,85
10/17/2016,Sleepy Hollow,watermelon,339,65
10/17/2016,Sleepy Hollow,orange,317,82
10/17/2016,Sleepy Hollow,lettuce,331,55
10/17/2016,Sleepy Hollow,tomato,360,35
10/17/2016,Sleepy Hollow,cucumber,375,27
10/17/2016,Sleepy Hollow,avocado,355,44
10/18/2016,Garden City,banana,270,55
10/18/2016,Garden City,watermelon,308,37
10/18/2016,Garden City,orange,288,49
10/18/2016,Garden City,lettuce,309,50
10/18/2016,Garden City,tomato,344,32
10/18/2016,Garden City,cucumber,357,22
10/18/2016,Garden City,avocado,343,32
10/18/2016,Merrick,banana,247,76
10/18/2016,Merrick,watermelon,301,40
10/18/2016,Merrick,orange,279,68
10/18/2016,Merrick,lettuce,291,43
10/18/2016,Merrick,tomato,337,34
10/18/2016,Merrick,cucumber,360,25
10/18/2016,Merrick,avocado,336,33
10/18/2016,Oceanside,banana,165,115
10/18/2016,Oceanside,watermelon,248,76
10/18/2016,Oceanside,orange,197,97
10/18/2016,Oceanside,lettuce,231,74
10/18/2016,Oceanside,tomato,299,50
10/18/2016,Oceanside,cucumber,326,31
10/18/2016,Oceanside,avocado,296,56
10/18/2016,Stony Brook,banana,246,66
10/18/2016,Stony Brook,watermelon,317,51
10/18/2016,Stony Brook,orange,278,69
10/18/2016,Stony Brook,lettuce,297,59
10/18/2016,Stony Brook,tomato,328,34
10/18/2016,Stony Brook,cucumber,354,24
10/18/2016,Stony Brook,avocado,336,30
10/18/2016,Greenport,banana,223,90
10/18/2016,Greenport,watermelon,291,55
10/18/2016,Greenport,orange,247,88
10/18/2016,Greenport,lettuce,265,57
10/18/2016,Greenport,tomato,310,41
10/18/2016,Greenport,cucumber,336,31
